model,algo,config,bpp,attempt,ppl_wikitext,ppl_c4,load_mem_allot,model_storage_size,quant_duration,param_count
Llama-2-13b-hf,mxq,6_25,6.25,mxq1,4.6634,6.487,11,9.84,40.478312492370605,13000000000
Meta-Llama-3-8B,mxq,6_68,6.68,mxq1,6.0187,9.3106,8.32,7.39,23.753955841064453,8000000000
Meta-Llama-3-8B,mxq,6_49,6.49,mxq1,6.0197,9.3095,8.16,7.23,22.288695335388184,8000000000
Meta-Llama-3-8B,mxq,6_45,6.45,mxq1,6.0349,9.328,8.13,7.2,26.3365170955658,8000000000
Llama-2-7b-hf,mxq,6_07,6.07,mxq1,5.2577,7.0265,5.8,5.07,24.80626630783081,7000000000
Llama-2-7b-hf,mxq,6_11,6.11,mxq1,5.2581,7.027,5.83,5.1,24.015952348709103,7000000000
Llama-2-13b-hf,mxq,6_39,6.39,mxq1,4.6624,6.4852,11.21,10.05,42.11790657043457,13000000000
Llama-2-7b-hf,mxq,6_17,6.17,mxq1,5.2561,7.0242000000000004,5.88,5.14,25.667489767074585,7000000000
Llama-2-13b-hf,mxq,6_37,6.37,mxq1,4.6621,6.4844,11.27,10.11,40.69702291488648,13000000000
Llama-2-13b-hf,mxq,6_29,6.29,mxq1,4.6629,6.4868,11.06,9.9,41.20186710357666,13000000000
Llama-2-7b-hf,mxq,6_05,6.05,mxq1,5.2595,7.027,5.79,5.05,24.817551374435425,7000000000
Meta-Llama-3-8B,mxq,6_59,6.59,mxq1,6.0223,9.3125,8.24,7.31,22.284267902374268,8000000000
Meta-Llama-3-8B,mxq,6_55,6.55,mxq1,6.0262,9.3151,8.21,7.28,22.58908176422119,8000000000
Meta-Llama-3-8B,mxq,6_29,6.29,mxq1,6.0326,9.3305,8,7.07,21.697081089019772,8000000000
Llama-2-7b-hf,mxq,6_03,6.03,mxq1,5.2586,7.0262,5.77,5.04,24.330801725387573,7000000000
Meta-Llama-3-8B,mxq,6_03,6.03,mxq1,6.0233,9.3289,7.82,6.86,21.86263394355774,8000000000
Llama-2-7b-hf,mxq,6_37,6.37,mxq1,5.2538,7.0209,6.03,5.29,23.21137380599976,7000000000
Llama-2-13b-hf,mxq,6_33,6.33,mxq1,4.6626,6.4866,11.12,9.96,40.69988703727722,13000000000
Llama-2-13b-hf,mxq,6_31,6.31,mxq1,4.6627,6.4867,11.09,9.93,41.30996322631836,13000000000
Llama-2-13b-hf,mxq,5_54,5.54,mxq1,4.6775,6.4957,9.95,8.79,49.31647300720215,13000000000
Llama-2-13b-hf,mxq,5_30,5.3,mxq1,4.6826,6.5008,9.6,8.44,50.00987195968628,13000000000
Llama-2-7b-hf,mxq,3_97,3.97,mxq1,5.4148,7.2837,4.45,3.71,27.978615045547485,7000000000
Llama-2-13b-hf,mxq,3_83,3.83,mxq1,4.8208,6.6878,8.04,6.89,59.59459114074707,13000000000
Llama-2-7b-hf,mxq,4_39,4.39,mxq1,5.3019,7.0924,4.53,3.8,25.628430366516117,7000000000
Llama-2-13b-hf,mxq,7_01,7.01,mxq1,4.6542,6.4764,12.12,11,48.17560935020447,13000000000
Llama-2-13b-hf,mxq,5_52,5.52,mxq1,4.6788,6.4974,9.92,8.76,49.76578426361084,13000000000
Llama-2-13b-hf,mxq,3_37,3.37,mxq1,4.9883,6.9425,7.32,6.16,59.85954761505127,13000000000
Meta-Llama-3-8B,mxq,4_93,4.93,mxq1,6.0555,9.3822,6.92,5.96,21.183979988098145,8000000000
Llama-2-7b-hf,mxq,5_42,5.42,mxq1,5.2704,7.0446,5.31,4.58,23.909502029418945,7000000000
Llama-2-7b-hf,mxq,3_67,3.67,mxq1,5.5248,7.4694,4.33,3.59,28.905683755874637,7000000000
Llama-2-7b-hf,mxq,6_96,6.96,mxq1,5.2446,7.0085,6.45,5.74,18.35683536529541,7000000000
Llama-2-13b-hf,mxq,7_19,7.19,mxq1,4.6531,6.4756,12.35,11.23,48.2488226890564,13000000000
Llama-2-13b-hf,mxq,3_91,3.91,mxq1,4.8,6.655,8.16,7,59.70643973350525,13000000000
Meta-Llama-3-8B,mxq,3_89,3.89,mxq1,6.6791,10.5005,6.38,5.42,25.70332360267639,8000000000
Llama-2-7b-hf,mxq,7_26,7.26,mxq1,5.2415,7.002,6.68,5.96,18.305686235427856,7000000000
Meta-Llama-3-8B,mxq,5_42,5.42,mxq1,6.0463,9.3688,7.32,6.36,21.39477300643921,8000000000
Llama-2-7b-hf,mxq,3_79,3.79,mxq1,5.4756,7.3919,4.39,3.65,27.739007472991943,7000000000
Llama-2-7b-hf,mxq,3_77,3.77,mxq1,5.4789,7.4043,4.38,3.64,28.07152032852173,7000000000
Llama-2-13b-hf,mxq,3_99,3.99,mxq1,4.7783,6.6289,8.14,6.99,57.4395797252655,13000000000
Meta-Llama-3-8B,mxq,5_60,5.6,mxq1,6.0406,9.3561,7.47,6.51,21.542166233062744,8000000000
Meta-Llama-3-8B,mxq,4_87,4.87,mxq1,6.0654,9.4027,6.87,5.91,22.280656099319454,8000000000
Llama-2-7b-hf,mxq,7_50,7.5,mxq1,5.2375,6.9952,6.86,6.14,17.55693507194519,7000000000
Llama-2-7b-hf,mxq,7_14,7.14,mxq1,5.2423,7.005,6.59,5.87,18.3657546043396,7000000000
Meta-Llama-3-8B,mxq,3_41,3.41,mxq1,7.4657,11.9802,6.02,5.06,29.485385179519653,8000000000
Llama-2-7b-hf,mxq,3_43,3.43,mxq1,5.7097,7.7118,4.13,3.39,29.77008366584778,7000000000
Meta-Llama-3-8B,mxq,4_83,4.83,mxq1,6.0735,9.4189,6.84,5.88,22.990070819854736,8000000000
Llama-2-7b-hf,mxq,3_69,3.69,mxq1,5.5089,7.4537,4.35,3.62,29.06033706665039,7000000000
Meta-Llama-3-8B,mxq,3_81,3.81,mxq1,6.8313,10.7687,6.26,5.3,26.38226747512817,8000000000
Llama-2-13b-hf,mxq,5_70,5.7,mxq1,4.6714,6.4949,10.19,9.03,48.843918323516846,13000000000
Llama-2-13b-hf,mxq,5_26,5.26,mxq1,4.683,6.5018,9.54,8.38,51.51307415962219,13000000000
Llama-2-7b-hf,mxq,4_93,4.93,mxq1,5.2778,7.0546,4.94,4.21,25.59981203079224,7000000000
Meta-Llama-3-8B,mxq,7_19,7.19,mxq1,6.0041,9.3032,8.73,7.8,28.370368480682373,8000000000
Meta-Llama-3-8B,mxq,5_44,5.44,mxq1,6.0448,9.3655,7.34,6.38,21.47695994377136,8000000000
Meta-Llama-3-8B,mxq,7_44,7.44,mxq1,6.0009,9.293,8.93,8,22.628000497817997,8000000000
Meta-Llama-3-8B,mxq,7_41,7.41,mxq1,6.0029,9.2926,8.93,8,21.850175380706787,8000000000
Llama-2-7b-hf,mxq,4_81,4.81,mxq1,5.2793,7.0574,4.85,4.12,28.86678671836853,7000000000
Llama-2-7b-hf,mxq,7_16,7.16,mxq1,5.242,7.0042,6.6,5.89,18.226997137069706,7000000000
Llama-2-7b-hf,mxq,5_44,5.44,mxq1,5.2697,7.0439,5.33,4.59,25.71676087379456,7000000000
Meta-Llama-3-8B,mxq,5_26,5.26,mxq1,6.0509,9.379,7.19,6.23,21.556044101715088,8000000000
Llama-2-13b-hf,mxq,4_93,4.93,mxq1,4.6863,6.5033,9.05,7.89,70.84733772277832,13000000000
Llama-2-13b-hf,mxq,5_80,5.8,mxq1,4.67,6.4948,10.34,9.18,50.03610062599182,13000000000
Llama-2-7b-hf,mxq,5_48,5.48,mxq1,5.2696,7.0421,5.36,4.62,25.350111722946167,7000000000
Llama-2-13b-hf,mxq,7_44,7.44,mxq1,4.6504,6.4712,12.78,11.66,46.96999645233154,13000000000
Meta-Llama-3-8B,mxq,3_75,3.75,mxq1,6.982,10.9958,6.25,5.29,27.03219723701477,8000000000
Llama-2-13b-hf,mxq,6_95,6.95,mxq1,4.6549,6.4776,12.03,10.91,49.46874260902405,13000000000
Llama-2-13b-hf,mxq,4_65,4.65,mxq1,4.6907,6.5094,8.64,7.48,50.80217742919922,13000000000
Llama-2-13b-hf,mxq,4_39,4.39,mxq1,4.695,6.5211,8.25,7.1,52.7899603843689,13000000000
Llama-2-13b-hf,mxq,5_36,5.36,mxq1,4.6826,6.5004,9.69,8.53,50.82804775238037,13000000000
Llama-2-7b-hf,mxq,5_68,5.68,mxq1,5.2658,7.0355,5.51,4.77,25.674433946609497,7000000000
Llama-2-13b-hf,mxq,7_48,7.48,mxq1,4.6504,6.4712,12.78,11.66,47.635294914245605,13000000000
Meta-Llama-3-8B,mxq,5_58,5.58,mxq1,6.0411,9.3569,7.45,6.49,21.98940086364746,8000000000
Llama-2-7b-hf,mxq,5_38,5.38,mxq1,5.2714,7.0477,5.28,4.55,24.46316957473755,7000000000
Llama-2-13b-hf,mxq,5_74,5.74,mxq1,4.671,6.4955,10.25,9.09,49.56825613975525,13000000000
Llama-2-13b-hf,mxq,5_38,5.38,mxq1,4.6807,6.499,9.72,8.57,54.57664918899536,13000000000
Llama-2-13b-hf,mxq,3_85,3.85,mxq1,4.8164,6.6794,8.09,6.94,58.27704977989197,13000000000
Llama-2-7b-hf,mxq,6_98,6.98,mxq1,5.2445,7.0079,6.47,5.75,18.454780340194706,7000000000
Llama-2-7b-hf,mxq,7_53,7.53,mxq1,5.2371,6.9944,6.88,6.17,17.773108959197998,7000000000
Meta-Llama-3-8B,mxq,5_84,5.84,mxq1,6.0271,9.3356,7.66,6.7,21.90815305709839,8000000000
Llama-2-13b-hf,mxq,4_77,4.77,mxq1,4.6895,6.505,8.81,7.66,51.22358536720276,13000000000
Llama-2-13b-hf,mxq,3_81,3.81,mxq1,4.8256,6.694,8.01,6.85,58.82802391052246,13000000000
Llama-2-7b-hf,mxq,5_62,5.62,mxq1,5.2674,7.0362,5.46,4.73,25.617060899734497,7000000000
Llama-2-7b-hf,mxq,4_89,4.89,mxq1,5.2782,7.0552,4.91,4.18,25.147533655166622,7000000000
Llama-2-7b-hf,mxq,5_82,5.82,mxq1,5.2588,7.0318,5.61,4.88,20.976725816726685,7000000000
Llama-2-7b-hf,mxq,5_52,5.52,mxq1,5.2708,7.0414,5.39,4.65,25.396920442581177,7000000000
Llama-2-13b-hf,mxq,3_63,3.63,mxq1,4.8761,6.7711,7.74,6.58,58.59348392486572,13000000000
Meta-Llama-3-8B,mxq,5_82,5.82,mxq1,6.024,9.3285,7.65,6.69,21.71405291557312,8000000000
Llama-2-7b-hf,mxq,4_79,4.79,mxq1,5.2839,7.0628,4.83,4.09,25.93865180015564,7000000000
Llama-2-7b-hf,mxq,5_56,5.56,mxq1,5.2694,7.039,5.42,4.68,24.958718299865723,7000000000
Llama-2-13b-hf,mxq,5_66,5.66,mxq1,4.6721,6.4956,10.13,8.97,49.82615399360657,13000000000
Meta-Llama-3-8B,mxq,7_48,7.48,mxq1,6.0026,9.2908,8.97,8.04,29.58102869987488,8000000000
Llama-2-7b-hf,mxq,7_02,7.02,mxq1,5.2436,7.0073,6.5,5.78,18.2511842250824,7000000000
Meta-Llama-3-8B,mxq,5_76,5.76,mxq1,6.0334,9.3427,7.6,6.64,21.541686296463013,8000000000
Meta-Llama-3-8B,mxq,5_72,5.72,mxq1,6.0356,9.3457,7.57,6.61,22.011995553970337,8000000000
Llama-2-7b-hf,mxq,7_32,7.32,mxq1,5.2407,7.0011,6.72,6.01,19.1725070476532,7000000000
Meta-Llama-3-8B,mxq,5_34,5.34,mxq1,6.0477,9.3718,7.26,6.3,21.53932309150696,8000000000
Llama-2-7b-hf,mxq,3_73,3.73,mxq1,5.4962,7.4295,4.34,3.6,29.004101514816284,7000000000
Llama-2-13b-hf,mxq,7_42,7.42,mxq1,4.6515,6.4723,12.69,11.57,47.37829351425171,13000000000
Meta-Llama-3-8B,mxq,6_95,6.95,mxq1,6.0154,9.2989,8.54,7.6,23.070029973983765,8000000000
Llama-2-7b-hf,mxq,5_54,5.54,mxq1,5.2691,7.0408,5.4,4.67,25.267438173294067,7000000000
Llama-2-7b-hf,mxq,4_77,4.77,mxq1,5.2831,7.062,4.82,4.09,25.033761739730835,7000000000
Llama-2-13b-hf,mxq,5_28,5.28,mxq1,4.6838,6.5005,9.57,8.41,49.98366189002991,13000000000
Llama-2-13b-hf,mxq,3_39,3.39,mxq1,4.9744,6.9201,7.38,6.22,60.69760990142822,13000000000
Meta-Llama-3-8B,mxq,5_66,5.66,mxq1,6.0372,9.3505,7.52,6.56,21.449782848358154,8000000000
Llama-2-7b-hf,mxq,4_71,4.71,mxq1,5.2819,7.0649,4.78,4.05,25.589730739593502,7000000000
Llama-2-7b-hf,mxq,5_34,5.34,mxq1,5.2729,7.0479,5.25,4.52,27.387003183364868,7000000000
Meta-Llama-3-8B,mxq,7_36,7.36,mxq1,6.004,9.2973,8.87,7.94,23.905518770217896,8000000000
Llama-2-13b-hf,mxq,7_04,7.04,mxq1,4.655,6.4774,12.16,11.04,48.98224377632141,13000000000
Llama-2-7b-hf,mxq,3_91,3.91,mxq1,5.4342,7.3116,4.45,3.71,27.68025779724121,7000000000
Meta-Llama-3-8B,mxq,5_80,5.8,mxq1,6.0286,9.335,7.63,6.67,21.80556988716125,8000000000
Llama-2-7b-hf,mxq,5_28,5.28,mxq1,5.2732,7.0486,5.21,4.47,25.85224175453186,7000000000
Llama-2-7b-hf,mxq,6_95,6.95,mxq1,5.2447,7.0086,6.44,5.73,17.972928524017334,7000000000
Llama-2-13b-hf,mxq,7_24,7.24,mxq1,4.6519,6.474,12.52,11.39,48.170284032821655,13000000000
Llama-2-13b-hf,mxq,7_14,7.14,mxq1,4.6549,6.476,12.31,11.19,48.113617181777954,13000000000
Meta-Llama-3-8B,mxq,4_81,4.81,mxq1,6.0854,9.4414,6.82,5.86,22.937230825424194,8000000000
Meta-Llama-3-8B,mxq,3_91,3.91,mxq1,6.6453,10.4581,6.4,5.45,25.770015239715576,8000000000
Llama-2-13b-hf,mxq,5_34,5.34,mxq1,4.6837,6.5001,9.66,8.5,50.49543571472168,13000000000
Llama-2-7b-hf,mxq,7_42,7.42,mxq1,5.2391,6.9978,6.82,6.1,33.25041484832764,7000000000
Meta-Llama-3-8B,mxq,3_43,3.43,mxq1,7.417,11.8897,6.06,5.1,28.562158346176147,8000000000
Llama-2-13b-hf,mxq,5_62,5.62,mxq1,4.6753,6.496,10.07,8.91,52.23504853248596,13000000000
Meta-Llama-3-8B,mxq,4_97,4.97,mxq1,6.0482,9.3669,6.96,6,21.503031969070435,8000000000
Llama-2-13b-hf,mxq,3_95,3.95,mxq1,4.7941,6.6471,8.06,6.9,57.97587466239929,13000000000
Llama-2-7b-hf,mxq,7_04,7.04,mxq1,5.2427,7.0058,6.57,5.85,20.113675594329838,7000000000
Llama-2-7b-hf,mxq,3_83,3.83,mxq1,5.4639,7.361,4.42,3.68,27.46671795845032,7000000000
Meta-Llama-3-8B,mxq,7_34,7.34,mxq1,6.0033,9.3018,8.85,7.92,22.870113134384155,8000000000
Meta-Llama-3-8B,mxq,7_50,7.5,mxq1,6.0015,9.2895,8.98,8.05,23.23700785636902,8000000000
Meta-Llama-3-8B,mxq,4_37,4.37,mxq1,6.1519,9.5291,6.47,5.51,24.402676105499268,8000000000
Meta-Llama-3-8B,mxq,7_02,7.02,mxq1,6.0185,9.3053,8.59,7.66,21.612669944763184,8000000000
Llama-2-13b-hf,mxq,7_13,7.13,mxq1,4.6532,6.4763,12.29,11.17,49.51757788658142,13000000000
Llama-2-13b-hf,mxq,4_91,4.91,mxq1,4.687,6.5045,9.02,7.86,51.22200608253479,13000000000
Llama-2-7b-hf,mxq,5_26,5.26,mxq1,5.2744,7.0493,5.19,4.45,25.818639755249023,7000000000
Llama-2-13b-hf,mxq,4_85,4.85,mxq1,4.6872,6.505,8.93,7.78,51.86989665031433,13000000000
Llama-2-7b-hf,mxq,3_93,3.93,mxq1,5.4286,7.3034,4.46,3.72,27.22407555580139,7000000000
Meta-Llama-3-8B,mxq,7_01,7.01,mxq1,6.0119,9.3004,8.58,7.65,22.66222357749939,8000000000
Meta-Llama-3-8B,mxq,4_95,4.95,mxq1,6.0478,9.3648,6.94,5.98,21.965415716171265,8000000000
Meta-Llama-3-8B,mxq,3_33,3.33,mxq1,7.7533,12.4403,5.89,4.93,29.523408889770508,8000000000
Llama-2-13b-hf,mxq,5_46,5.46,mxq1,4.6811,6.4982,9.84,8.69,49.53258728981018,13000000000
Llama-2-7b-hf,mxq,4_01,4.01,mxq1,5.3993,7.2588,3.71,3.71,26.469258069992065,7000000000
Meta-Llama-3-8B,mxq,3_37,3.37,mxq1,7.5538,12.0992,5.97,5,29.07636523246765,8000000000
Llama-2-13b-hf,mxq,4_81,4.81,mxq1,4.688,6.5054,8.87,7.72,51.93201231956482,13000000000
Llama-2-7b-hf,mxq,5_40,5.4,mxq1,5.2706,7.0465,5.3,4.56,24.64561104774475,7000000000
Llama-2-13b-hf,mxq,7_20,7.2,mxq1,4.6543,6.4752,12.4,11.28,48.229536294937134,13000000000
Llama-2-7b-hf,mxq,5_50,5.5,mxq1,5.2707,7.0415,5.37,4.64,24.31981730461121,7000000000
Llama-2-13b-hf,mxq,5_60,5.6,mxq1,4.6758,6.4956,10.04,8.88,49.183337688446045,13000000000
Llama-2-13b-hf,mxq,7_36,7.36,mxq1,4.6516,6.4727,12.66,11.54,47.06161260604858,13000000000
Meta-Llama-3-8B,mxq,5_22,5.22,mxq1,6.0527,9.3814,7.16,6.2,21.31597685813904,8000000000
Llama-2-7b-hf,mxq,3_39,3.39,mxq1,5.8485,7.8727,4.06,3.32,29.86050248146057,7000000000
Llama-2-13b-hf,mxq,7_32,7.32,mxq1,4.6515,6.4726,12.66,11.54,47.35753536224365,13000000000
Llama-2-7b-hf,mxq,4_75,4.75,mxq1,5.2801,7.0631,4.81,4.07,23.95880961418152,7000000000
Meta-Llama-3-8B,mxq,7_24,7.24,mxq1,6.0118,9.3091,8.77,7.84,40.830764293670654,8000000000
Llama-2-13b-hf,mxq,7_06,7.06,mxq1,4.6551,6.4774,12.16,11.04,48.639543294906616,13000000000
Llama-2-13b-hf,mxq,4_67,4.67,mxq1,4.6889,6.5087,8.67,7.51,51.25603413581848,13000000000
Meta-Llama-3-8B,mxq,5_38,5.38,mxq1,6.0472,9.3705,7.29,6.33,21.510467290878296,8000000000
Meta-Llama-3-8B,mxq,4_79,4.79,mxq1,6.086,9.4429,6.81,5.85,23.381795167922974,8000000000
Llama-2-7b-hf,mxq,7_08,7.08,mxq1,5.2425,7.0057,6.56,5.85,19.43018937110901,7000000000
Llama-2-13b-hf,mxq,4_87,4.87,mxq1,4.6875,6.5037,8.97,7.82,51.04832673072815,13000000000
Meta-Llama-3-8B,mxq,4_75,4.75,mxq1,6.0973,9.4395,5.82,5.82,23.68690276145935,8000000000
Meta-Llama-3-8B,mxq,4_73,4.73,mxq1,6.097,9.4436,6.76,5.8,23.98100543022156,8000000000
Llama-2-13b-hf,mxq,4_71,4.71,mxq1,4.6903,6.5067,8.73,7.57,49.4422013759613,13000000000
Llama-2-13b-hf,mxq,3_89,3.89,mxq1,4.8063,6.6637,8.15,6.99,58.88555908203125,13000000000
Llama-2-7b-hf,mxq,7_19,7.19,mxq1,5.2432,7.0034,6.64,5.93,21.22351384162903,7000000000
Llama-2-13b-hf,mxq,3_41,3.41,mxq1,4.9644,6.8979,7.44,6.28,61.6611487865448,13000000000
Meta-Llama-3-8B,mxq,7_29,7.29,mxq1,6.0021,9.301,8.81,7.88,21.879579544067383,8000000000
Llama-2-13b-hf,mxq,5_24,5.24,mxq1,4.683,6.5017,9.51,8.35,49.88947582244873,13000000000
Llama-2-13b-hf,mxq,7_34,7.34,mxq1,4.6513,6.4727,12.6,11.48,48.50146579742432,13000000000
Llama-2-13b-hf,mxq,4_01,4.01,mxq1,4.7709,6.6189,7,7,59.001198530197136,13000000000
Llama-2-13b-hf,mxq,5_32,5.32,mxq1,4.6827,6.5006,9.63,8.47,55.0683343410492,13000000000
Llama-2-13b-hf,mxq,4_37,4.37,mxq1,4.6973,6.5232,8.22,7.07,52.49169278144837,13000000000
Llama-2-13b-hf,mxq,3_67,3.67,mxq1,4.8634,6.7456,7.87,6.71,61.84252524375916,13000000000
Llama-2-13b-hf,mxq,7_26,7.26,mxq1,4.6538,6.4744,12.46,11.33,48.402103424072266,13000000000
Llama-2-7b-hf,mxq,5_60,5.6,mxq1,5.2692,7.0377,5.45,4.71,25.61168932914734,7000000000
Meta-Llama-3-8B,mxq,4_65,4.65,mxq1,6.1098,9.4572,6.69,5.74,23.64363932609558,8000000000
Meta-Llama-3-8B,mxq,7_26,7.26,mxq1,6.0027,9.3,8.79,7.86,21.802099227905277,8000000000
Meta-Llama-3-8B,mxq,3_73,3.73,mxq1,6.9934,11.0166,6.25,5.29,26.952879428863525,8000000000
Meta-Llama-3-8B,mxq,5_48,5.48,mxq1,6.0443,9.3641,7.37,6.41,21.758259057998657,8000000000
Llama-2-7b-hf,mxq,3_63,3.63,mxq1,5.5507,7.5107,4.29,3.56,28.625083923339844,7000000000
Llama-2-7b-hf,mxq,4_97,4.97,mxq1,5.2815,7.0568,4.97,4.23,37.62708353996277,7000000000
Llama-2-7b-hf,mxq,7_54,7.54,mxq1,5.2372,6.9943,6.89,6.17,17.54260802268982,7000000000
Llama-2-13b-hf,mxq,7_22,7.22,mxq1,4.6538,6.4752,12.4,11.28,48.14791250228882,13000000000
Llama-2-7b-hf,mxq,7_06,7.06,mxq1,5.2429,7.006,6.54,5.83,18.322917938232425,7000000000
Llama-2-7b-hf,mxq,5_72,5.72,mxq1,5.2643,7.0336,5.54,4.8,23.61758255958557,7000000000
Llama-2-13b-hf,mxq,5_76,5.76,mxq1,4.6703,6.4951,10.31,9.15,50.37583112716675,13000000000
Meta-Llama-3-8B,mxq,3_95,3.95,mxq1,6.5915,10.3569,6.45,5.5,25.39377331733704,8000000000
Llama-2-7b-hf,mxq,3_89,3.89,mxq1,5.4391,7.3197,4.45,3.71,27.629743337631226,7000000000
Llama-2-13b-hf,mxq,4_83,4.83,mxq1,4.6886,6.5043,8.9,7.75,50.34788727760315,13000000000
Llama-2-7b-hf,mxq,7_29,7.29,mxq1,5.239,7,6.74,6.02,18.16615390777588,7000000000
Llama-2-13b-hf,mxq,3_33,3.33,mxq1,5.0083,6.9634,7.25,6.09,61.98342967033386,13000000000
Meta-Llama-3-8B,mxq,3_69,3.69,mxq1,7.0606,11.1569,6.26,5.3,26.653863430023197,8000000000
Llama-2-7b-hf,mxq,3_41,3.41,mxq1,5.8114,7.8307,4.1,3.36,29.538349151611328,7000000000
Meta-Llama-3-8B,mxq,4_89,4.89,mxq1,6.0589,9.388,6.89,5.93,21.788298845291138,8000000000
Llama-2-7b-hf,mxq,3_59,3.59,mxq1,5.5686,7.5403,4.23,3.49,28.652082681655884,7000000000
Llama-2-7b-hf,mxq,5_76,5.76,mxq1,5.2625,7.0342,5.57,4.83,22.95240044593811,7000000000
Llama-2-13b-hf,mxq,3_93,3.93,mxq1,4.7945,6.6491,8.13,6.97,56.41326141357422,13000000000
Llama-2-13b-hf,mxq,5_56,5.56,mxq1,4.6754,6.4974,9.98,8.82,50.38232398033142,13000000000
Meta-Llama-3-8B,mxq,7_53,7.53,mxq1,6.0022,9.2869,9.01,8.08,27.00538969039917,8000000000
Llama-2-13b-hf,mxq,4_63,4.63,mxq1,4.6896,6.5118,8.61,7.45,52.1314160823822,13000000000
Meta-Llama-3-8B,mxq,3_99,3.99,mxq1,6.5402,10.2329,6.52,5.56,24.96327424049377,8000000000
Llama-2-7b-hf,mxq,4_63,4.63,mxq1,5.2848,7.0725,4.71,3.98,25.383431911468502,7000000000
Meta-Llama-3-8B,mxq,5_62,5.62,mxq1,6.036,9.3497,7.51,6.55,21.784508228302,8000000000
Llama-2-13b-hf,mxq,4_99,4.99,mxq1,4.6858,6.504,9.14,7.98,50.829758644104,13000000000
Meta-Llama-3-8B,mxq,7_42,7.42,mxq1,6.0062,9.2916,8.99,8.06,21.91161727905273,8000000000
Meta-Llama-3-8B,mxq,4_91,4.91,mxq1,6.0516,9.3725,6.91,5.95,21.64115858078003,8000000000
Llama-2-7b-hf,mxq,3_65,3.65,mxq1,5.5413,7.4982,4.32,3.58,28.92673254013061,7000000000
Llama-2-7b-hf,mxq,7_22,7.22,mxq1,5.2426,7.0032,6.65,5.93,19.80907392501831,7000000000
Llama-2-13b-hf,mxq,3_43,3.43,mxq1,4.9559,6.881,7.47,6.31,60.68621802330017,13000000000
Llama-2-13b-hf,mxq,4_75,4.75,mxq1,4.688,6.5064,7.63,7.63,51.51594948768616,13000000000
Llama-2-7b-hf,mxq,3_85,3.85,mxq1,5.456,7.3472,4.42,3.69,27.994036197662357,7000000000
Meta-Llama-3-8B,mxq,7_08,7.08,mxq1,6.0143,9.3062,8.64,7.71,21.74775505065918,8000000000
Llama-2-7b-hf,mxq,5_74,5.74,mxq1,5.263,7.0339,5.55,4.82,23.622094869613647,7000000000
Llama-2-13b-hf,mxq,4_89,4.89,mxq1,4.6882,6.5039,8.99,7.83,51.88969945907593,13000000000
Llama-2-7b-hf,mxq,5_58,5.58,mxq1,5.27,7.0379,5.43,4.7,25.61748743057251,7000000000
Llama-2-13b-hf,mxq,7_29,7.29,mxq1,4.6518,6.4738,12.5,11.38,56.238664865493774,13000000000
Llama-2-7b-hf,mxq,5_32,5.32,mxq1,5.2721,7.0468,5.24,4.5,25.953776359558105,7000000000
Llama-2-7b-hf,mxq,3_75,3.75,mxq1,5.4893,7.419,4.35,3.61,28.02296614646912,7000000000
Llama-2-13b-hf,mxq,3_69,3.69,mxq1,4.8603,6.7441,7.87,6.72,60.39720916748047,13000000000
Llama-2-13b-hf,mxq,4_79,4.79,mxq1,4.6885,6.5057,8.84,7.69,51.13517737388611,13000000000
Llama-2-7b-hf,mxq,7_20,7.2,mxq1,5.2425,7.0032,6.63,5.92,18.12634015083313,7000000000
Llama-2-7b-hf,mxq,5_46,5.46,mxq1,5.2697,7.0425,5.35,4.61,25.58366870880127,7000000000
Llama-2-7b-hf,mxq,3_81,3.81,mxq1,5.4702,7.3697,4.42,3.68,27.548564672470093,7000000000
Meta-Llama-3-8B,mxq,7_14,7.14,mxq1,6.0123,9.3039,8.71,7.78,21.689686059951782,8000000000
Meta-Llama-3-8B,mxq,5_78,5.78,mxq1,6.0278,9.3317,7.61,6.65,21.60259056091309,8000000000
Llama-2-13b-hf,mxq,7_47,7.47,mxq1,4.6499,6.4715,12.8,11.67,47.297640562057495,13000000000
Llama-2-7b-hf,mxq,4_83,4.83,mxq1,5.2791,7.057,4.87,4.13,30.425641298294067,7000000000
